11150201;2980
11150200;2980
11150199;3873
11150199;3873
11150198;1129
11150198;1129
11150197;1810
11150196;1810
11150197;1810
11150196;1810
11150195;2520
11150195;2520
11150194;1582
11150194;1582
11150193;1582
11150193;1582
11150192;2530
11150192;2530
11150191;2530
11150191;2530
11150190;2799
11150190;2799
11150189;5864
11150189;5864
11150188;2736
11150187;2736
11150188;2736
11150187;2736
11150138;5864
11150138;5864
11150137;2799
11150137;2799
11150136;2530
11150136;2530
11150134;2530
11150134;2530
11150132;1582
11150132;1582
11150130;2736
11150129;2736
11150130;2736
11150129;2736
11150128;2520
11150128;2520
11150126;1810
11150125;1810
11150126;1810
11150125;1810
11150123;1129
11150123;1129
11150120;2556
11150120;2556
11150118;3873
11150118;3873
11150116;2980
11150116;2980
11150114;1682
11150114;1682
11150112;2530
11150112;2530
11150111;2980
11150111;2980
11144502;2799
11144502;2799
11144498;2530
11144498;2530
11144493;2530
11144493;2530
11144488;1582
11144488;1582
11144486;2736
11144485;2736
11144486;2736
11144485;2736
11144481;2520
11144481;2520
11144474;1810
11144473;1810
11144474;1810
11144473;1810
11144471;1129
11144471;1129
11144469;2556
11144469;2556
11144468;3873
11144468;3873
11144467;2980
11144467;2980
11144466;1682
11144466;1682
11144462;2530
11144462;2530
11144459;2980
11144459;2980
11144120;2799
11144120;2799
11144118;2530
11144118;2530
11144112;2530
11144112;2530
11144110;1582
11144110;1582
11144108;2736
11144107;2736
11144108;2736
11144107;2736
11144105;2520
11144105;2520
11144103;1810
11144103;1810
11144102;1810
11144102;1810
11144100;1129
11144100;1129
11144099;1682
11144099;1682
11144098;3993
11144098;3993
11144097;2556
11144097;2556
11144096;3873
11144096;3873
11144095;2980
11144095;2980
11144094;1682
11144094;1682
11144093;2530
11144093;2530
11144092;2980
11144092;2980
11137398;1129
11137398;1129
11137396;1682
11137396;1682
11137390;3993
11137390;3993
11137385;7123
11137385;7123
11137365;124
11137365;124
11137360;2556
11137360;2556
11137358;3873
11137358;3873
11137353;2980
11137353;2980
11137350;1682
11137350;1682
11137348;2530
11137348;2530
11137347;2980
11137347;2980
11137099;1129
11137099;1129
11137098;1682
11137098;1682
11137097;3993
11137097;3993
11137096;7123
11137096;7123
11137095;124
11137095;124
11137094;2556
11137094;2556
11137093;3873
11137093;3873
11137092;6206
11137092;6206
11137091;2980
11137091;2980
11137090;1682
11137090;1682
11137089;2530
11137089;2530
11137088;2980
11137088;2980
11132873;2980
11132873;2980
11132868;1129
11132868;1129
11132859;1682
11132859;1682
11132858;3993
11132858;3993
11132855;7123
11132855;7123
11132853;124
11132853;124
11132851;2556
11132851;2556
11132849;4091
11132849;4091
11132848;3873
11132848;3873
11132845;6206
11132845;6206
11132838;2980
11132838;2980
11132835;1682
11132835;1682
11132833;2530
11132833;2530
11129502;1682
11129502;1682
11129500;3993
11129500;3993
11129498;7123
11129498;7123
11129497;124
11129497;124
11129496;2556
11129496;2556
11129495;4091
11129495;4091
11129494;3873
11129494;3873
11129493;6206
11129493;6206
11129492;2980
11129491;2980
11129492;2980
11129491;2980
11129490;1682
11129490;1682
11129489;2530
11129489;2530
11129488;2980
11129488;2980
11127273;4385
11127273;4385
11127274;1682
11127274;1682
11127270;3993
11127270;3993
11127266;7123
11127266;7123
11127263;124
11127263;124
11127261;4091
11127261;4091
11127260;3873
11127260;3873
11127257;2980
11127257;2980
11127250;1682
11127250;1682
11127246;6206
11127246;6206
11127242;2980
11127241;2980
11127242;2980
11127241;2980
11127239;124
11127239;124
11127233;2009
11127233;2009
11127231;2530
11127231;2530
11127228;2556
11127228;2556
11123795;4385
11123795;4385
11123796;1682
11123796;1682
11123794;3993
11123794;3993
11123793;7123
11123793;7123
11123790;124
11123790;124
11123789;4091
11123789;4091
11123788;3873
11123788;3873
11123787;2980
11123787;2980
11123786;3741
11123786;3741
11123785;1299
11123785;1299
11123784;1682
11123784;1682
11123783;6206
11123783;6206
11123782;2980
11123781;2980
11123782;2980
11123781;2980
11123780;124
11123780;124
11123778;2009
11123778;2009
11123777;2530
11123777;2530
11123775;2556
11123775;2556
11116754;4385
11116754;4385
11116755;1682
11116755;1682
11116749;3993
11116749;3993
11116747;7123
11116747;7123
11116746;124
11116746;124
11116745;4091
11116745;4091
11116744;3873
11116744;3873
11116743;3993
11116743;3993
11116741;2980
11116741;2980
11116736;3741
11116736;3741
11116735;1299
11116735;1299
11116734;1129
11116734;1129
11116732;6206
11116732;6206
11116730;2980
11116729;2980
11116730;2980
11116729;2980
11116723;124
11116723;124
11116722;2009
11116722;2009
11116718;2530
11116718;2530
11116717;2980
11116717;2980
11116715;2556
